CIG,OGGETTO,AMMINISTRAZIONE APPALTANTE,RUP,DATA PUBBLICAZIONE,DATA AGGIUDICAZIONE,VALORE A BASE D’ASTA,VALORE AGGIUDICAZIONE,TIPOLOGIA CONTRATTO,LOCALIZZAZIONE
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B552A44E1E&next=dettaglio_cig"" target=""_blank"">B552A44E1E</a></span>",RPA 16 - FORNITURA MATERIALE PER IL RIPRISTINO EFFICIENZA DELL'IMPIANTO ACQUA MARE DI NAVE ORIONE E DELL'IMPIANTO DI TRASPORTO JP5 DI NAVE SALINA. - CAP. 1190/7 E.F. 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90007460893&next=dettaglio_sa"" target=""_blank"">DIREZIONE DI INTENDENZA DELLA MARINA MILITARE DI AUGUSTA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B552A44E1E&next=dettaglio_rup"" target=""_blank"">SILVIO ROMEO FERRO</a></span>",2025-01-23,,6200.0,,FORNITURE,Siracusa
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B827373D8B&next=dettaglio_cig"" target=""_blank"">B827373D8B</a></span>",INCLUSIONE SCOLASTICA SCUOLE 2 GRADO AS 2025 2026,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80105450151&next=dettaglio_sa"" target=""_blank"">COMUNE DI CALVIGNASCO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B827373D8B&next=dettaglio_rup"" target=""_blank"">SIMONE CODEGONI</a></span>",2025-09-09,2025-09-07,8330.0,8330.0,SERVIZI,Milano
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B828D61368&next=dettaglio_cig"" target=""_blank"">B828D61368</a></span>",MANUTENZIONE PRESIDI ANTINCENDIO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=93015830297&next=dettaglio_sa"" target=""_blank"">ISTITUTO RODIGINO DI ASSISTENZA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B828D61368&next=dettaglio_rup"" target=""_blank"">ARTURO GHINATTI</a></span>",2025-09-09,2025-09-08,8674.8,8674.8,SERVIZI,Rovigo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F799DD1E&next=dettaglio_cig"" target=""_blank"">B5F799DD1E</a></span>",SONDA PROSTATICA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=93002460769&next=dettaglio_sa"" target=""_blank"">I.R.C.C.S.-C.R.O.B.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F799DD1E&next=dettaglio_rup"" target=""_blank"">NOEMI FIGLIUOLO</a></span>",2025-03-11,2025-03-17,13350.0,13350.0,FORNITURE,Potenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B82AEA3561&next=dettaglio_cig"" target=""_blank"">B82AEA3561</a></span>",GUIDA IDROFILA PUNTA PREFORMATA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03775110988&next=dettaglio_sa"" target=""_blank"">ASST DEGLI SPEDALI CIVILI DI BRESCIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B82AEA3561&next=dettaglio_rup"" target=""_blank"">CINZIA PE</a></span>",2025-09-09,2025-09-07,1000.0,1000.0,FORNITURE,Brescia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5B7981DF0&next=dettaglio_cig"" target=""_blank"">B5B7981DF0</a></span>",INTERVENTI DI MANUTENZIONE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02701420107&next=dettaglio_sa"" target=""_blank"">AEROPORTO DI GENOVA S.P.A</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5B7981DF0&next=dettaglio_rup"" target=""_blank"">FRANCESCO MARIA D'AMICO</a></span>",2025-02-20,2025-02-18,7563.91,7563.91,SERVIZI,Genova
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F9496F4D&next=dettaglio_cig"" target=""_blank"">B5F9496F4D</a></span>",ADESIONE A.Q. FARMACI VI_LOTTO 510_VIATRIS ITALIA SRL,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02500660440&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA TERRITORIALE DI FERMO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F9496F4D&next=dettaglio_rup"" target=""_blank"">FULVIO DE CICCO</a></span>",2025-03-10,2025-01-13,1612.8,1612.8,FORNITURE,Fermo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B71535061C&next=dettaglio_cig"" target=""_blank"">B71535061C</a></span>",FORNITURA DI SOTTOSCRIZIONI SOFTWARE PER LA GESTIONE SICURA DELLE PASSWORD,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=06382641006&next=dettaglio_sa"" target=""_blank"">RAI RADIOTELEVISIONE ITALIANA S.P.A.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B71535061C&next=dettaglio_rup"" target=""_blank"">MARCO BELLACCINI</a></span>",2025-05-30,2025-05-29,37152.0,37152.0,SERVIZI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B82E8E2653&next=dettaglio_cig"" target=""_blank"">B82E8E2653</a></span>",LOTTO470,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00303490189&next=dettaglio_sa"" target=""_blank"">FONDAZIONE IRCCS POLICLINICO 'S.MATTEO'</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B82E8E2653&next=dettaglio_rup"" target=""_blank"">OLIVIA PICCININI</a></span>",2025-09-09,2025-09-08,10000.0,10000.0,FORNITURE,Pavia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B58CDD1B91&next=dettaglio_cig"" target=""_blank"">B58CDD1B91</a></span>",005/2025_UD FORNITURA TENSOSTRUTTURA PER RICOVERO MATERIALI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80014930327&next=dettaglio_sa"" target=""_blank"">REGIONE AUTONOMA FRIULI VENEZIA GIULIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B58CDD1B91&next=dettaglio_rup"" target=""_blank"">DARIO AVON</a></span>",2025-02-10,2025-02-07,21973.1,21973.1,FORNITURE,Udine
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9057BFD4B&next=dettaglio_cig"" target=""_blank"">B9057BFD4B</a></span>",LIQUIDAZIONE ONERI CONFISCATI E ABBANDONATI EX DPR 189/2001 - CARROZZERIA F.LLI STEFANI DI GILBERTO E GIUSEPPE STEFANI S.N.C.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=06340981007&next=dettaglio_sa"" target=""_blank"">AGENZIA DEL DEMANIO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9057BFD4B&next=dettaglio_rup"" target=""_blank"">MARIA GAZZANIGA</a></span>",2025-11-10,,119.16,,SERVIZI,Milano
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9075CB8F0&next=dettaglio_cig"" target=""_blank"">B9075CB8F0</a></span>",SPESE LEGALI PER INCARICO 29620183008 AVV. TAVORMINA LICIA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=13756881002&next=dettaglio_sa"" target=""_blank"">AGENZIA DELLE ENTRATE - RISCOSSIONE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9075CB8F0&next=dettaglio_rup"" target=""_blank"">GIULIANA MARIA SANGIORGIO</a></span>",2025-11-10,,150.0,,SERVIZI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B85DF9F7C4&next=dettaglio_cig"" target=""_blank"">B85DF9F7C4</a></span>",AFFIDAMENTO SERVIZIO POSTALE UNIVERSALE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=82001070927&next=dettaglio_sa"" target=""_blank"">COMUNE DI SERRAMANNA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B85DF9F7C4&next=dettaglio_rup"" target=""_blank"">STEFANIA PICCIAU</a></span>",2025-09-25,2025-09-24,21000.0,21000.0,SERVIZI,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B84436E117&next=dettaglio_cig"" target=""_blank"">B84436E117</a></span>",AS_N.14 – INTEGRAZIONE FABBISOGNO_LOTTO 69 – SANDOZ SPA ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90062670725&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA LOCALE BT</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B84436E117&next=dettaglio_rup"" target=""_blank"">GIUSEPPE NUZZOLESE</a></span>",2025-09-16,2025-09-16,7512.01,7512.01,FORNITURE,Barletta-Andria-Trani
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B63FE9E752&next=dettaglio_cig"" target=""_blank"">B63FE9E752</a></span>",NOLEGGIO ATTREZZATTURA ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02047620303&next=dettaglio_sa"" target=""_blank"">A&AMP;T 2000 SPA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B63FE9E752&next=dettaglio_rup"" target=""_blank"">LUCIANO AITA</a></span>",2025-03-31,2025-03-28,5150.0,5150.0,SERVIZI,Udine
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8458ECD78&next=dettaglio_cig"" target=""_blank"">B8458ECD78</a></span>",SERVIZIO DI REVISIONE E ADEGUAMENTO DEL VALORE DELLE AREE EDIFICABILI AI FINI IMU,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00262470248&next=dettaglio_sa"" target=""_blank"">COMUNE DI MUSSOLENTE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8458ECD78&next=dettaglio_rup"" target=""_blank"">NICOLA ZEN</a></span>",2025-09-18,2025-09-17,16300.0,16300.0,SERVIZI,Vicenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B4F542A565&next=dettaglio_cig"" target=""_blank"">B4F542A565</a></span>",INTERVENTI DI MANUTENZIONE SU ALCUNI PUNTI LUCE DEL TERRITORIO COMUNALE - AFFIDAMENTO LAVORI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00251670303&next=dettaglio_sa"" target=""_blank"">COMUNE DI TARVISIO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B4F542A565&next=dettaglio_rup"" target=""_blank"">LAURA SPITALI</a></span>",2025-03-13,2024-12-31,13115.0,13115.0,LAVORI,Udine
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B60158016E&next=dettaglio_cig"" target=""_blank"">B60158016E</a></span>",SCARPE ANTINFORTUNISTICHE PER OPERATORI IGIENE AMBIENTALE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02212870121&next=dettaglio_sa"" target=""_blank"">AGESP S.P.A.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B60158016E&next=dettaglio_rup"" target=""_blank"">CLAUDIA COLOMBO</a></span>",2025-03-13,2025-03-10,12000.0,12000.0,FORNITURE,Varese
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B602841B54&next=dettaglio_cig"" target=""_blank"">B602841B54</a></span>",AFFIDAMENTO DIRETTO FORNITURA PNEUMATICI PER I MEZZI DELLA SANITASERVICE ASL FG SRL,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03600140713&next=dettaglio_sa"" target=""_blank"">SANITASERVICE ASL FG S.R.L.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B602841B54&next=dettaglio_rup"" target=""_blank"">GIOVANNI PETTA</a></span>",2025-03-13,2025-03-13,23325.2,23325.2,SERVIZI,Foggia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8444B2C73&next=dettaglio_cig"" target=""_blank"">B8444B2C73</a></span>",FSO - RICAMBI PER MANUTENZIONE BATTIPISTA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01218220323&next=dettaglio_sa"" target=""_blank"">PROMOTURISMOFVG</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8444B2C73&next=dettaglio_rup"" target=""_blank"">FRANCESCO PACILE</a></span>",2025-09-16,2024-02-15,355.86,355.86,FORNITURE,Udine
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B60436D79B&next=dettaglio_cig"" target=""_blank"">B60436D79B</a></span>","AFFIDAMENTO MANUTENZIONE HARDWARE E SOFTWARE, APPARATI TECNOLOGICI NONCHÉ MANUTENZIONE CORRETTIVA E ORDINARIA IN FUNZIONE PRESSO GLI UFFICI COMUNALI PER NUMERO 250 ORE.","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=82001020831&next=dettaglio_sa"" target=""_blank"">COMUNE S.P. NICETO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B60436D79B&next=dettaglio_rup"" target=""_blank"">CARMELO CARAVELLO</a></span>",2025-03-13,2025-03-12,7350.0,7350.0,SERVIZI,Messina
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B60593A532&next=dettaglio_cig"" target=""_blank"">B60593A532</a></span>",CERA PER OSSA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=10771180014&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERA UNIVERSITARIA CITTA' DELLA SALUTE E DELLA SCIENZA DI TORINO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B60593A532&next=dettaglio_rup"" target=""_blank"">PATRIZIA RITTA'</a></span>",2025-03-13,2025-03-27,4740.0,4740.0,FORNITURE,Torino
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86225EC66&next=dettaglio_cig"" target=""_blank"">B86225EC66</a></span>",FORNITURA DI ENERGIA ELETTRICA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00433700788&next=dettaglio_sa"" target=""_blank"">COMUNE DI SANTA MARIA DEL CEDRO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86225EC66&next=dettaglio_rup"" target=""_blank"">ROSSELLA PORSO</a></span>",2025-09-25,2025-09-25,1.0,1.0,SERVIZI,Cosenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86205A298&next=dettaglio_cig"" target=""_blank"">B86205A298</a></span>",DD 176/2025 LOTTO 804 A - ROCHE S.P.A. - SOCIETA UNIPERSONALE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02570930848&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA PROVINCIALE DI AGRIGENTO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86205A298&next=dettaglio_rup"" target=""_blank"">CALOGERO CASESA</a></span>",2025-09-25,2025-08-04,1329.54,1329.54,FORNITURE,Agrigento
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B93D0E199D&next=dettaglio_cig"" target=""_blank"">B93D0E199D</a></span>",PUNTO SCUOLA - BUONI LIBRO A.S. 2025/2026,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80020270650&next=dettaglio_sa"" target=""_blank"">COMUNE DI SARNO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B93D0E199D&next=dettaglio_rup"" target=""_blank"">ANNA DELLO IACONO</a></span>",2025-11-25,,29795.9,,FORNITURE,Salerno
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6267F512A&next=dettaglio_cig"" target=""_blank"">B6267F512A</a></span>",PROGETTO PROMOZIONALE SU TELECUPOLE DEI PRINCIPALI EVENTI ORGANIZZATI NEL 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00430560060&next=dettaglio_sa"" target=""_blank"">COMUNE DI ACQUI TERME</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6267F512A&next=dettaglio_rup"" target=""_blank"">DANIELA BENZI</a></span>",2025-03-31,2025-03-24,8600.0,8600.0,SERVIZI,Alessandria
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B862F7D059&next=dettaglio_cig"" target=""_blank"">B862F7D059</a></span>",LAVORI DI MANUTENZIONE STRAORDINARIA E RIQUALIFICAZIONE SISMICA ED ENERGETICA DI UN FABBRICATO CONFISCATO DA DESTINARE A CENTRO ANTIVIOLENZA PROGETTO TAPOBRANA VITA NUOVA. INDAGINI STRUTTURALI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=81001070804&next=dettaglio_sa"" target=""_blank"">COMUNE DI STILO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B862F7D059&next=dettaglio_rup"" target=""_blank"">FRANCESCO LUPIS</a></span>",2025-09-26,2025-10-15,7454.4,7454.4,SERVIZI,Reggio Calabria
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64471219F&next=dettaglio_cig"" target=""_blank"">B64471219F</a></span>",FORNITURA STRAORDINARIA TEMPORANEA ENERGIA EVENTO CARCIOFO PRIDE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=81000450494&next=dettaglio_sa"" target=""_blank"">COMUNE DI CAMPIGLIA MARITTIMA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64471219F&next=dettaglio_rup"" target=""_blank"">LUCIANO SERRA</a></span>",2025-03-31,2025-03-28,150.0,150.0,SERVIZI,Livorno
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B93FCB0089&next=dettaglio_cig"" target=""_blank"">B93FCB0089</a></span>",RICOVERI TUTELE MINORI MONDINO COMMUNITY CARE S.R.L.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00296180185&next=dettaglio_sa"" target=""_blank"">COMUNE DI PAVIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B93FCB0089&next=dettaglio_rup"" target=""_blank"">MORENA CECCHETTI</a></span>",2025-11-26,,27074.0,,SERVIZI,Pavia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9441C202F&next=dettaglio_cig"" target=""_blank"">B9441C202F</a></span>",SERVIZIO DI PRENOTAZIONE TRASPORTO AEREO UMANITARIO TRA CAMERUN E CIAD,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=97871890584&next=dettaglio_sa"" target=""_blank"">AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9441C202F&next=dettaglio_rup"" target=""_blank"">ARSENE AIME NDEME</a></span>",2025-11-27,,220.0,,SERVIZI,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64625400D&next=dettaglio_cig"" target=""_blank"">B64625400D</a></span>",VIAGGIO DI ISTRUZIONE ASPROMONTE DAL 02 AL 04 APRILE 2025 - BLANCO SRL,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80002370890&next=dettaglio_sa"" target=""_blank"">VIII ISTITUTO COMPRENSIVO STATALE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64625400D&next=dettaglio_rup"" target=""_blank"">MATTEO MARANO</a></span>",2025-04-01,2025-03-31,14030.0,14030.0,SERVIZI,Siracusa
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B867B48C32&next=dettaglio_cig"" target=""_blank"">B867B48C32</a></span>",DD 176/2025 LOTTO 261 A - BRACCO IMAGING S.P.A.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02570930848&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA PROVINCIALE DI AGRIGENTO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B867B48C32&next=dettaglio_rup"" target=""_blank"">CALOGERO CASESA</a></span>",2025-09-26,2025-08-04,4800.0,4800.0,FORNITURE,Agrigento
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B869F1790C&next=dettaglio_cig"" target=""_blank"">B869F1790C</a></span>",LOTTO 61 - RECEPIMENTO DD. 164 E 165 DEL 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01151150867&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA PROVINCIALE ENNA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B869F1790C&next=dettaglio_rup"" target=""_blank"">GIUSEPPA MATILDE ROSARIA LIPIANI</a></span>",2025-09-28,2025-07-10,914.4,914.4,FORNITURE,Enna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B867F5DA8F&next=dettaglio_cig"" target=""_blank"">B867F5DA8F</a></span>","CONVENZIONE ATTIVITA' NATATORIA PER ALUNNI DEL PLESSO VOLTA, DA SVOLGERE IN PISCINA","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=94627630158&next=dettaglio_sa"" target=""_blank"">ISTITUTO COMPRENSIVO STATALE TERESA CONFALONIERI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B867F5DA8F&next=dettaglio_rup"" target=""_blank"">GABRIELLA CIRIELLI</a></span>",2025-09-29,2025-09-26,9100.0,9100.0,SERVIZI,Monza e della Brianza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B869043C7C&next=dettaglio_cig"" target=""_blank"">B869043C7C</a></span>",SERVIZIO DI MANUTENZIONE PER SPETTROMETRO (LABORATORIO SEDE VIA SALDINI - PROF. COLOMBO),"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80012650158&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI MILANO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B869043C7C&next=dettaglio_rup"" target=""_blank"">FEDERICA TIDONE</a></span>",2025-09-29,2025-09-26,12900.0,12900.0,SERVIZI,Milano
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6110EAA9F&next=dettaglio_cig"" target=""_blank"">B6110EAA9F</a></span>",FORNITURA UTENSILERIA MANUALE E ELETTROUTENSILI A BATTERIA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01579450220&next=dettaglio_sa"" target=""_blank"">AZIENDA INTERCOMUNALE ROTALIANA SPA - SOCIETA' BENEFIT</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6110EAA9F&next=dettaglio_rup"" target=""_blank"">DEVIS PATERNOSTER</a></span>",2025-03-25,2025-03-17,7012.33,7012.33,FORNITURE,Trento
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B866DE0C05&next=dettaglio_cig"" target=""_blank"">B866DE0C05</a></span>","PL 49307 INTERVENTI DI MANUTENZIONE ORDINARIA E/O STRAORDINARIA SU STRUTTURE MURARIE, PAVIMENTI E LAVORI DI TINTEGGIATURA PRESSO GLI IMMOBILI DI PROPRIETÀ DELLUNIVERSITÀ DI PARMA.","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00308780345&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI PARMA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B866DE0C05&next=dettaglio_rup"" target=""_blank"">MIRCO BECCARELLI</a></span>",2025-09-29,2025-09-24,39750.0,39750.0,LAVORI,Parma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B84B875409&next=dettaglio_cig"" target=""_blank"">B84B875409</a></span>","REALIZZAZIONE DEGLI INTERVENTI OGGETTO DI CONTRIBUTO IN FAVORE DEL COMUNE DI ENNA A VALERE SULLE RISORSE FINANZIARIE PREVISTE PER GLI INTERVENTI DEL PIANO NAZIONALE DI RIPRESA E RESILIENZA (PNRR) (DECRETO DEL MINISTERO DELLA TRANSIZIONE ECOLOGICA DM 396 DEL 28 SETTEMBRE 2021 – MISURA: M2C.1.1 I 1.1 – LINEA D'INTERVENTO A), CODICE CUP E79J22000650001 – GIUSTA CONVENZIONE SOTTOSCRITTA CON IL COMUNE DI ENNA (RIF. NOTA PROT. 356 DEL 05/02/2024), CEDUTA ALLA SRR ENNA PROVINCIA ATO 6 IN DATA 27/05/2024 - PROCEDURA DI CUI ALL'ART. 50 COMMA 1 LETT. A) DEL D. LGS. 36/2023 PER L'AFFIDAMENTO DEI LAVORI DA ESEGUIRE C/O I CCR DEL COMUNE DI ENNA, SITI IN C.DA VENOVA E C.DA SCIFITELLO: SISTEMAZIONE AREA PARCHEGGIO E SOSTITUZIONE DELLA GRONDAIA E DEI PLUVIALI DELLA TETTOIA CON APPLICAZIONE DI BARRIERA CHE IMPEDISCA ALLE PIOGGE LATERALI DI ENTRARE SOTTO LA TETTOIA – RICHIESTA DI OFFERTA","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01242870861&next=dettaglio_sa"" target=""_blank"">ECOENNASERVIZI S.R.L.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B84B875409&next=dettaglio_rup"" target=""_blank"">ROBERTO PALUMBO</a></span>",2025-09-19,2025-09-18,21000.0,21000.0,LAVORI,Enna
